통계표,계정코드,단위,가중치,변환,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
"4.1.1.1. 생산자물가지수(기본분류)","총지수","2015=100","1000.0 ","원자료","118.78","109.60","103.03","103.50","103.48","101.57","98.18","100.00","104.18","104.74","106.44","105.71"
