통계표,계정항목,단위,변환,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
"2.1.2.1.4. 경제활동별 GDP 및 GNI(원계열, 실질, 분기 및 연간)","국내총생산(시장가격, GDP)","%","전년말대비증감률","2.6","4.3","-0.7","2.2","2.9","3.2","2.9","2.8","3.2","3.2","2.4","3.7"
